age,gender,education,country,ethnicity,nscore,escore,oscore,ascore,cscore,alcohol,amphet,amyl,benzos,caff,cannabis,choc,coke,crack,ecstacy,heroin,ketamine,legalh,lsd,meth,mushrooms,nicotine,semer,vsa
18-24,Male,MS,UK,White,28,46,43,46,47,CL5,CL2,CL2,CL4,CL5,CL4,CL4,CL4,CL0,CL3,CL0,CL3,CL3,CL2,CL0,CL2,CL5,CL0,CL5
25-34,Male,MS,UK,White,47,38,52,39,48,CL6,CL0,CL2,CL5,CL6,CL2,CL6,CL2,CL0,CL2,CL0,CL0,CL3,CL0,CL0,CL0,CL3,CL0,CL0
25-34,Female,PHD,USA,White,26,45,44,42,48,CL3,CL6,CL0,CL0,CL6,CL6,CL6,CL0,CL0,CL3,CL0,CL0,CL2,CL2,CL0,CL2,CL4,CL0,CL0
18-24,Male,NOCER,USA,White,29,43,45,44,51,CL4,CL3,CL3,CL2,CL5,CL3,CL3,CL3,CL0,CL3,CL4,CL3,CL3,CL3,CL2,CL3,CL6,CL0,CL0
18-24,Male,A16,New Zealand,White,48,32,44,42,37,CL5,CL0,CL3,CL0,CL6,CL4,CL5,CL0,CL0,CL0,CL0,CL0,CL3,CL4,CL0,CL0,CL0,CL0,CL0
18-24,Male,NOCER,USA,White,35,46,37,27,35,CL5,CL6,CL1,CL5,CL5,CL6,CL4,CL3,CL0,CL3,CL4,CL0,CL6,CL2,CL0,CL2,CL6,CL0,CL0
45-54,Female,NOCER,Other,White,32,41,47,46,47,CL4,CL1,CL0,CL1,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL6,CL0,CL0
18-24,Male,NOCER,Other,White,55,27,44,33,44,CL3,CL0,CL0,CL0,CL6,CL4,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL3,CL3,CL0,CL0
18-24,Male,A18,Canada,White,53,23,38,40,17,CL5,CL0,CL0,CL3,CL6,CL6,CL2,CL0,CL0,CL0,CL0,CL4,CL3,CL0,CL3,CL0,CL5,CL0,CL3
18-24,Male,A18,USA,Mixed-White/Black,44,29,33,43,29,CL5,CL3,CL0,CL6,CL6,CL5,CL4,CL0,CL3,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL6,CL0,CL4
18-24,Female,A18,USA,White,53,33,52,44,35,CL3,CL0,CL0,CL0,CL4,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL3
18-24,Male,NOCER,USA,White,35,41,56,49,42,CL4,CL0,CL0,CL0,CL4,CL4,CL5,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL3,CL3,CL3,CL0,CL0
45-54,Male,MS,Other,White,42,31,42,40,33,CL6,CL6,CL2,CL2,CL4,CL3,CL6,CL1,CL0,CL1,CL0,CL0,CL3,CL2,CL0,CL2,CL6,CL0,CL3
18-24,Female,A18,UK,White,48,46,49,41,40,CL5,CL6,CL0,CL4,CL4,CL3,CL3,CL0,CL0,CL4,CL0,CL5,CL5,CL0,CL0,CL0,CL3,CL0,CL0
45-54,Male,UNI,USA,White,29,40,46,43,45,CL6,CL0,CL1,CL3,CL4,CL3,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
18-24,Female,NOCER,USA,White,30,49,57,51,36,CL6,CL0,CL0,CL3,CL6,CL6,CL6,CL2,CL0,CL4,CL0,CL0,CL3,CL0,CL0,CL0,CL4,CL0,CL0
25-34,Male,NOCER,USA,White,53,31,49,38,31,CL6,CL6,CL0,CL6,CL5,CL4,CL5,CL3,CL3,CL0,CL2,CL0,CL6,CL2,CL6,CL2,CL6,CL0,CL4
18-24,Male,NOCER,USA,White,42,42,47,44,41,CL5,CL4,CL0,CL6,CL6,CL5,CL6,CL3,CL0,CL3,CL0,CL4,CL3,CL3,CL3,CL3,CL6,CL0,CL0
25-34,Male,NOCER,USA,White,28,53,52,46,37,CL5,CL3,CL0,CL3,CL6,CL3,CL4,CL3,CL3,CL3,CL2,CL3,CL6,CL3,CL2,CL5,CL6,CL0,CL0
45-54,Male,UNI,USA,White,25,44,59,48,50,CL1,CL6,CL1,CL6,CL6,CL4,CL6,CL1,CL1,CL5,CL1,CL0,CL6,CL1,CL6,CL2,CL6,CL0,CL0
18-24,Male,PROCER,Other,White,18,55,57,44,52,CL6,CL0,CL0,CL0,CL6,CL6,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL3,CL0,CL0
25-34,Male,NOCER,USA,White,39,20,40,32,22,CL6,CL4,CL0,CL3,CL6,CL6,CL5,CL2,CL2,CL2,CL2,CL5,CL6,CL3,CL5,CL4,CL3,CL0,CL0
18-24,Female,A18,UK,White,32,31,39,46,49,CL5,CL0,CL0,CL0,CL6,CL3,CL4,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL3,CL0,CL0
25-34,Male,A18,Other,White,38,50,48,33,42,CL0,CL4,CL1,CL2,CL6,CL6,CL5,CL2,CL0,CL6,CL0,CL5,CL4,CL6,CL0,CL2,CL0,CL0,CL1
35-44,Female,NOCER,USA,White,45,30,36,40,36,CL3,CL6,CL0,CL0,CL6,CL5,CL5,CL3,CL0,CL0,CL5,CL0,CL4,CL0,CL0,CL0,CL6,CL0,CL0
18-24,Male,UNI,USA,White,37,33,53,30,47,CL6,CL3,CL0,CL3,CL5,CL6,CL4,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL2,CL3,CL3,CL0,CL2
18-24,Female,NOCER,UK,White,55,19,38,40,23,CL5,CL0,CL0,CL0,CL2,CL2,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
18-24,Male,A18,Australia,White,49,39,56,37,39,CL5,CL0,CL0,CL0,CL4,CL5,CL4,CL0,CL0,CL0,CL0,CL0,CL6,CL4,CL0,CL4,CL2,CL0,CL0
18-24,Male,NOCER,USA,White,29,38,53,36,23,CL6,CL4,CL0,CL0,CL6,CL5,CL4,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL5,CL0,CL4,CL0,CL0
18-24,Female,A18,USA,Other,39,32,49,47,37,CL4,CL6,CL0,CL5,CL6,CL3,CL5,CL0,CL0,CL3,CL0,CL0,CL3,CL3,CL3,CL3,CL3,CL0,CL3
18-24,Female,UNI,USA,White,25,33,41,41,39,CL5,CL0,CL0,CL0,CL2,CL4,CL4,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL0,CL3,CL0,CL0
45-54,Male,PHD,USA,White,37,42,49,37,42,CL2,CL0,CL2,CL2,CL6,CL2,CL6,CL0,CL0,CL2,CL2,CL0,CL0,CL2,CL2,CL2,CL0,CL0,CL2
35-44,Female,UNI,USA,Asian,42,42,43,43,46,CL5,CL2,CL2,CL2,CL6,CL3,CL4,CL1,CL1,CL3,CL1,CL1,CL0,CL1,CL0,CL1,CL5,CL0,CL1
18-24,Female,MS,USA,White,32,45,50,47,50,CL5,CL3,CL0,CL0,CL5,CL6,CL6,CL0,CL0,CL3,CL0,CL0,CL2,CL4,CL4,CL4,CL4,CL0,CL5
18-24,Female,UNI,UK,White,41,33,40,36,39,CL5,CL2,CL2,CL3,CL6,CL2,CL6,CL2,CL0,CL2,CL0,CL2,CL0,CL2,CL0,CL2,CL5,CL0,CL2
18-24,Male,NOCER,Australia,White,29,42,50,50,42,CL3,CL4,CL0,CL0,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0,CL0,CL5,CL0,CL0
25-34,Male,NOCER,UK,White,38,30,45,36,31,CL3,CL2,CL1,CL3,CL3,CL2,CL4,CL2,CL1,CL2,CL2,CL0,CL2,CL1,CL1,CL1,CL6,CL0,CL1
18-24,Male,NOCER,USA,White,38,35,47,39,40,CL6,CL3,CL0,CL0,CL6,CL6,CL6,CL3,CL0,CL0,CL0,CL0,CL2,CL3,CL0,CL3,CL3,CL0,CL0
18-24,Female,NOCER,UK,White,48,36,49,39,34,CL6,CL3,CL0,CL2,CL6,CL6,CL5,CL3,CL0,CL4,CL0,CL0,CL4,CL0,CL0,CL0,CL6,CL0,CL1
18-24,Male,PROCER,UK,White,41,43,57,43,38,CL6,CL3,CL3,CL0,CL6,CL3,CL4,CL3,CL0,CL4,CL0,CL4,CL3,CL0,CL0,CL0,CL6,CL0,CL0
18-24,Female,NOCER,USA,White,41,45,52,42,40,CL6,CL0,CL3,CL2,CL6,CL6,CL4,CL3,CL0,CL4,CL3,CL3,CL3,CL4,CL2,CL4,CL6,CL0,CL2
25-34,Male,NOCER,USA,White,19,43,50,47,47,CL4,CL4,CL0,CL4,CL6,CL4,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL2,CL5,CL0,CL1
35-44,Female,MS,USA,White,48,29,46,58,36,CL6,CL0,CL0,CL0,CL6,CL6,CL6,CL0,CL0,CL3,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL0
18-24,Female,NOCER,USA,White,38,34,51,56,49,CL5,CL0,CL0,CL3,CL6,CL3,CL4,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL0,CL3,CL0,CL3
18-24,Male,NOCER,USA,White,43,39,50,38,45,CL6,CL3,CL0,CL6,CL6,CL6,CL6,CL4,CL0,CL3,CL0,CL0,CL6,CL0,CL5,CL0,CL6,CL0,CL3
35-44,Female,MS,UK,White,42,39,32,42,34,CL6,CL1,CL0,CL2,CL6,CL1,CL3,CL1,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL1
35-44,Male,UNI,UK,White,38,24,31,34,31,CL6,CL0,CL0,CL3,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
25-34,Male,NOCER,Other,White,46,36,47,49,38,CL5,CL3,CL2,CL2,CL6,CL5,CL5,CL3,CL4,CL2,CL0,CL5,CL3,CL5,CL0,CL3,CL6,CL0,CL0
25-34,Female,MS,UK,White,45,37,36,48,37,CL6,CL0,CL0,CL0,CL6,CL3,CL6,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
18-24,Male,NOCER,UK,White,43,48,55,49,35,CL6,CL3,CL0,CL0,CL6,CL5,CL6,CL3,CL0,CL0,CL0,CL3,CL3,CL0,CL3,CL3,CL6,CL0,CL0
25-34,Female,MS,USA,White,49,48,57,26,32,CL5,CL0,CL0,CL5,CL6,CL3,CL4,CL5,CL0,CL1,CL3,CL1,CL4,CL1,CL5,CL0,CL0,CL0,CL1
18-24,Male,NOCER,USA,White,48,31,49,43,44,CL5,CL3,CL0,CL4,CL5,CL3,CL5,CL2,CL0,CL2,CL0,CL2,CL2,CL2,CL3,CL0,CL3,CL0,CL1
18-24,Male,MS,UK,White,23,55,49,38,46,CL6,CL0,CL0,CL3,CL6,CL6,CL4,CL5,CL0,CL0,CL0,CL0,CL6,CL0,CL0,CL0,CL6,CL0,CL0
18-24,Male,PROCER,UK,White,25,44,46,45,38,CL5,CL0,CL0,CL0,CL6,CL5,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0
18-24,Female,NOCER,USA,White,46,43,55,53,37,CL5,CL3,CL0,CL3,CL6,CL5,CL4,CL3,CL0,CL5,CL0,CL3,CL2,CL3,CL0,CL3,CL5,CL0,CL3
25-34,Male,PHD,Other,White,22,39,51,30,44,CL5,CL2,CL2,CL3,CL6,CL5,CL3,CL4,CL0,CL5,CL0,CL0,CL0,CL0,CL2,CL0,CL1,CL0,CL1
18-24,Male,NOCER,USA,White,29,37,39,41,40,CL5,CL0,CL0,CL3,CL6,CL6,CL4,CL0,CL0,CL3,CL0,CL0,CL3,CL3,CL0,CL4,CL6,CL0,CL2
18-24,Male,A18,Canada,White,48,36,35,30,26,CL6,CL5,CL0,CL4,CL5,CL5,CL5,CL6,CL0,CL4,CL5,CL0,CL4,CL3,CL5,CL3,CL6,CL0,CL0
18-24,Female,NOCER,USA,White,40,36,49,41,39,CL5,CL0,CL0,CL2,CL4,CL6,CL4,CL2,CL0,CL2,CL0,CL0,CL2,CL2,CL0,CL3,CL3,CL0,CL0
25-34,Male,A16,UK,White,28,48,56,39,46,CL6,CL2,CL2,CL4,CL5,CL4,CL5,CL2,CL0,CL4,CL0,CL4,CL3,CL6,CL0,CL3,CL6,CL0,CL6
25-34,Female,NOCER,USA,White,38,39,51,47,51,CL4,CL2,CL2,CL3,CL5,CL5,CL4,CL2,CL2,CL2,CL0,CL0,CL2,CL0,CL2,CL2,CL2,CL0,CL1
35-44,Female,A18,USA,White,39,31,38,31,31,CL4,CL5,CL0,CL3,CL5,CL4,CL5,CL2,CL0,CL0,CL0,CL0,CL6,CL1,CL2,CL1,CL3,CL0,CL1
18-24,Male,UNI,USA,White,43,32,37,40,39,CL5,CL4,CL0,CL4,CL6,CL6,CL3,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0,CL3,CL0,CL0,CL0
18-24,Male,NOCER,USA,White,30,39,51,49,40,CL5,CL0,CL0,CL0,CL6,CL5,CL5,CL0,CL0,CL3,CL0,CL0,CL5,CL5,CL3,CL0,CL3,CL0,CL0
45-54,Female,MS,Other,White,30,40,56,47,48,CL5,CL1,CL1,CL0,CL2,CL1,CL6,CL1,CL0,CL0,CL1,CL0,CL0,CL1,CL0,CL1,CL1,CL0,CL0
18-24,Female,A18,USA,Other,33,44,36,44,47,CL2,CL0,CL0,CL0,CL4,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
18-24,Female,UNI,USA,Mixed-Black/Asian,48,52,56,42,38,CL5,CL0,CL0,CL3,CL5,CL4,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL4,CL0,CL0,CL0
25-34,Male,NOCER,USA,White,21,39,52,33,45,CL5,CL2,CL0,CL2,CL4,CL6,CL5,CL2,CL2,CL4,CL0,CL0,CL0,CL3,CL0,CL3,CL5,CL0,CL2
25-34,Male,MS,Other,Other,29,44,56,47,46,CL5,CL4,CL3,CL3,CL6,CL6,CL6,CL2,CL0,CL2,CL0,CL0,CL3,CL3,CL0,CL4,CL6,CL0,CL1
18-24,Male,NOCER,USA,White,13,43,54,50,33,CL4,CL0,CL0,CL0,CL4,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL3,CL4,CL0,CL0,CL5,CL0,CL0
35-44,Female,A17,Canada,White,48,35,50,45,52,CL5,CL0,CL0,CL0,CL6,CL2,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
35-44,Male,UNI,Canada,White,30,35,29,41,40,CL3,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL0
18-24,Male,A18,UK,White,21,46,46,43,35,CL6,CL0,CL0,CL0,CL5,CL6,CL4,CL0,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
25-34,Female,PHD,UK,White,27,40,53,55,54,CL6,CL0,CL0,CL0,CL5,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
25-34,Female,MS,Other,Mixed-White/Black,35,30,43,42,50,CL6,CL0,CL0,CL0,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
18-24,Male,MS,UK,White,40,40,48,39,43,CL5,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL0,CL0,CL0,CL0
18-24,Male,NOCER,Republic of Ireland,White,31,37,53,44,31,CL5,CL0,CL2,CL0,CL6,CL3,CL5,CL2,CL0,CL2,CL0,CL0,CL2,CL0,CL0,CL0,CL6,CL0,CL2
18-24,Female,MS,UK,White,51,29,45,45,39,CL2,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
35-44,Female,PHD,UK,White,29,42,46,41,51,CL5,CL0,CL0,CL0,CL3,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
35-44,Male,A18,UK,White,39,35,43,40,41,CL6,CL0,CL1,CL0,CL5,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
18-24,Male,A17,UK,White,27,36,51,51,40,CL3,CL0,CL0,CL0,CL5,CL6,CL4,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0,CL4,CL0,CL0,CL0
35-44,Female,PROCER,Canada,White,40,40,39,44,41,CL4,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
25-34,Female,UNI,USA,White,53,26,57,37,44,CL3,CL1,CL1,CL2,CL6,CL3,CL6,CL0,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL1,CL3,CL0,CL0
45-54,Male,PROCER,UK,White,22,46,44,40,44,CL4,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
35-44,Female,PROCER,UK,White,41,30,36,44,33,CL4,CL0,CL0,CL0,CL5,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
25-34,Female,MS,UK,Other,39,51,45,45,46,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
18-24,Female,MS,UK,White,25,50,48,50,50,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
18-24,Male,MS,UK,White,33,43,44,45,38,CL5,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL2,CL3,CL0,CL0
18-24,Female,MS,UK,White,42,47,40,40,32,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
18-24,Female,UNI,UK,White,35,39,49,45,45,CL5,CL2,CL2,CL0,CL6,CL2,CL4,CL0,CL0,CL3,CL0,CL2,CL3,CL0,CL0,CL2,CL2,CL0,CL1
18-24,Female,MS,UK,White,33,43,52,42,53,CL6,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
35-44,Male,PROCER,Canada,White,34,39,50,46,46,CL6,CL2,CL0,CL2,CL6,CL3,CL5,CL2,CL0,CL2,CL0,CL2,CL0,CL2,CL0,CL2,CL1,CL0,CL0
18-24,Female,MS,Other,White,35,46,58,41,44,CL3,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
18-24,Female,MS,UK,White,41,43,46,41,44,CL6,CL0,CL2,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
25-34,Female,MS,USA,White,31,39,48,47,48,CL6,CL6,CL0,CL3,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0,CL0,CL0
25-34,Female,UNI,UK,White,26,49,47,50,40,CL6,CL2,CL5,CL0,CL6,CL5,CL5,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL6,CL0,CL1
18-24,Female,MS,UK,White,42,49,45,57,38,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
45-54,Female,A16,UK,White,31,44,38,50,43,CL4,CL3,CL0,CL5,CL6,CL3,CL5,CL3,CL0,CL3,CL0,CL0,CL3,CL3,CL3,CL3,CL3,CL0,CL0
18-24,Male,UNI,Australia,White,21,34,42,35,32,CL3,CL4,CL6,CL0,CL6,CL3,CL4,CL4,CL0,CL4,CL0,CL0,CL4,CL4,CL0,CL3,CL0,CL0,CL4
25-34,Female,UNI,Australia,White,23,51,40,39,46,CL6,CL2,CL0,CL2,CL6,CL4,CL5,CL3,CL0,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0
35-44,Male,MS,UK,Asian,31,46,47,43,48,CL5,CL0,CL0,CL2,CL4,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
25-34,Male,MS,UK,White,47,32,40,43,43,CL5,CL0,CL0,CL0,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
18-24,Male,A18,UK,White,30,35,56,54,33,CL5,CL2,CL3,CL3,CL5,CL5,CL4,CL0,CL0,CL3,CL0,CL4,CL3,CL0,CL0,CL0,CL6,CL0,CL0
25-34,Male,NOCER,USA,White,27,40,51,44,37,CL3,CL2,CL0,CL4,CL6,CL6,CL6,CL2,CL2,CL3,CL2,CL2,CL3,CL2,CL6,CL3,CL6,CL0,CL5
18-24,Female,NOCER,USA,White,36,37,46,37,37,CL4,CL0,CL0,CL0,CL6,CL5,CL4,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL3,CL0,CL0,CL0
18-24,Female,MS,UK,White,24,48,48,46,46,CL5,CL2,CL2,CL0,CL5,CL5,CL6,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL5,CL0,CL0
18-24,Male,NOCER,Other,White,30,43,45,45,28,CL6,CL4,CL0,CL0,CL6,CL5,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
18-24,Female,UNI,USA,White,39,39,42,41,50,CL5,CL0,CL0,CL2,CL6,CL6,CL5,CL3,CL0,CL4,CL0,CL2,CL2,CL4,CL0,CL2,CL3,CL0,CL0
18-24,Female,MS,Other,White,28,39,45,40,39,CL6,CL0,CL3,CL0,CL5,CL6,CL5,CL3,CL0,CL4,CL0,CL0,CL0,CL3,CL0,CL0,CL6,CL0,CL0
18-24,Female,A18,USA,White,26,42,57,37,28,CL5,CL0,CL0,CL0,CL5,CL4,CL5,CL0,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
25-34,Male,NOCER,Other,White,25,32,51,35,26,CL6,CL3,CL2,CL3,CL6,CL5,CL5,CL3,CL0,CL4,CL0,CL3,CL3,CL4,CL0,CL4,CL6,CL0,CL0
25-34,Female,PHD,UK,White,34,38,43,56,52,CL4,CL0,CL0,CL0,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
25-34,Female,NOCER,Other,White,54,38,49,35,34,CL5,CL3,CL2,CL2,CL3,CL6,CL5,CL3,CL0,CL4,CL2,CL2,CL0,CL3,CL3,CL2,CL6,CL0,CL1
18-24,Male,UNI,UK,White,47,47,53,42,38,CL5,CL4,CL2,CL3,CL5,CL4,CL6,CL2,CL0,CL4,CL0,CL4,CL3,CL2,CL0,CL2,CL4,CL0,CL0
18-24,Male,NOCER,UK,White,27,51,55,51,40,CL6,CL5,CL3,CL5,CL6,CL5,CL5,CL5,CL0,CL5,CL0,CL5,CL3,CL3,CL0,CL0,CL6,CL0,CL0
45-54,Male,NOCER,USA,White,57,29,33,44,29,CL5,CL3,CL1,CL6,CL6,CL1,CL5,CL3,CL0,CL1,CL1,CL2,CL0,CL1,CL3,CL2,CL1,CL0,CL1
18-24,Female,NOCER,USA,White,38,39,44,56,51,CL5,CL0,CL0,CL6,CL6,CL3,CL4,CL0,CL0,CL4,CL0,CL0,CL3,CL4,CL0,CL5,CL0,CL0,CL0
45-54,Male,PHD,USA,White,40,37,50,45,32,CL6,CL6,CL0,CL2,CL6,CL3,CL6,CL2,CL0,CL1,CL0,CL0,CL0,CL3,CL3,CL2,CL2,CL0,CL0
18-24,Male,A18,USA,White,27,31,41,36,46,CL5,CL0,CL4,CL3,CL6,CL6,CL6,CL4,CL0,CL4,CL0,CL3,CL3,CL3,CL3,CL4,CL6,CL0,CL2
18-24,Male,NOCER,USA,White,12,43,46,51,54,CL5,CL0,CL0,CL0,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL4,CL3,CL3,CL3,CL5,CL0,CL0
45-54,Male,A16,UK,White,41,36,49,26,40,CL3,CL1,CL1,CL1,CL6,CL6,CL6,CL1,CL0,CL0,CL3,CL0,CL0,CL1,CL0,CL3,CL1,CL0,CL0
18-24,Male,NOCER,USA,Other,45,40,54,42,31,CL5,CL0,CL0,CL3,CL6,CL6,CL6,CL0,CL0,CL3,CL0,CL0,CL6,CL4,CL0,CL4,CL6,CL0,CL0
18-24,Male,NOCER,USA,White,51,31,45,37,37,CL6,CL4,CL0,CL6,CL6,CL6,CL6,CL0,CL0,CL4,CL0,CL0,CL4,CL3,CL3,CL3,CL6,CL0,CL0
25-34,Female,UNI,USA,White,21,55,60,50,40,CL6,CL6,CL0,CL3,CL6,CL6,CL6,CL3,CL0,CL3,CL0,CL0,CL0,CL4,CL5,CL5,CL6,CL0,CL4
18-24,Male,NOCER,USA,White,46,37,46,31,34,CL4,CL5,CL0,CL3,CL4,CL6,CL5,CL0,CL0,CL3,CL0,CL0,CL3,CL3,CL0,CL3,CL3,CL0,CL0
25-34,Male,UNI,UK,White,26,48,49,46,47,CL5,CL2,CL2,CL0,CL6,CL2,CL6,CL2,CL0,CL2,CL0,CL2,CL2,CL0,CL0,CL0,CL2,CL0,CL0
25-34,Male,NOCER,USA,White,32,21,37,38,40,CL2,CL5,CL0,CL3,CL6,CL2,CL4,CL2,CL0,CL0,CL3,CL2,CL2,CL2,CL6,CL2,CL1,CL0,CL0
18-24,Male,A16,Canada,White,35,26,56,43,39,CL3,CL2,CL0,CL2,CL6,CL3,CL4,CL3,CL2,CL2,CL0,CL2,CL2,CL2,CL4,CL2,CL6,CL0,CL0
25-34,Male,PROCER,UK,White,43,33,38,43,32,CL6,CL6,CL2,CL3,CL6,CL3,CL6,CL3,CL0,CL3,CL0,CL4,CL6,CL0,CL0,CL2,CL6,CL0,CL0
25-34,Male,A18,UK,White,26,40,29,46,42,CL6,CL2,CL2,CL5,CL4,CL6,CL6,CL3,CL3,CL3,CL0,CL4,CL6,CL2,CL0,CL2,CL6,CL0,CL3
25-34,Male,PROCER,USA,White,49,30,43,42,24,CL4,CL4,CL2,CL5,CL6,CL5,CL5,CL3,CL0,CL4,CL3,CL0,CL4,CL0,CL2,CL3,CL6,CL0,CL3
55-64,Male,A17,USA,White,41,37,42,32,46,CL3,CL1,CL0,CL4,CL6,CL3,CL3,CL2,CL2,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL1,CL0,CL0
18-24,Male,NOCER,USA,White,49,33,51,45,36,CL4,CL3,CL0,CL5,CL6,CL6,CL5,CL2,CL2,CL3,CL2,CL0,CL6,CL5,CL3,CL3,CL5,CL0,CL0
18-24,Male,NOCER,USA,White,46,25,41,50,32,CL5,CL5,CL0,CL3,CL6,CL6,CL5,CL3,CL2,CL3,CL0,CL0,CL2,CL3,CL6,CL2,CL6,CL0,CL2
18-24,Male,NOCER,Other,White,22,31,52,53,28,CL5,CL0,CL0,CL0,CL3,CL5,CL6,CL0,CL0,CL0,CL0,CL3,CL3,CL3,CL3,CL4,CL5,CL0,CL0
